sciName
"Sicista terskeica"
"Sicista tianschanica"
"Sicista trizona"
"Sicista zhetysuica"
"Eozapus setchuanus"
"Napaeozapus abietorum"
"Napaeozapus insignis"
"Zapus hudsonius"
"Zapus luteus"
"Zapus montanus"
"Zapus oregonus"
"Zapus pacificus"
"Zapus princeps"
"Zapus saltator"
"Zapus trinotatus"
"Calomyscus bailwardi"
"Calomyscus baluchi"
"Calomyscus behzadi"
"Calomyscus elburzensis"
"Calomyscus grandis"
"Calomyscus hotsoni"
"Calomyscus kermanensis"
"Calomyscus mystax"
"Calomyscus tsolovi"
"Calomyscus urartensis"
"Arvicola amphibius"
"Arvicola italicus"
"Arvicola persicus"
"Arvicola sapidus"
"Alticola albicauda"
"Alticola argentatus"
"Alticola barakshin"
"Alticola kohistanicus"
"Alticola lemminus"
"Alticola macrotis"
"Alticola montosus"
"Alticola olchonensis"
"Alticola parvidens"
"Alticola roylei"
"Alticola semicanus"
"Alticola stoliczkanus"
"Alticola strelzovi"
"Alticola tuvinicus"
"Anteliomys chinensis"
"Anteliomys custos"
"Anteliomys hintoni"
"Anteliomys olitor"
"Anteliomys proditor"
"Anteliomys tarquinius"
"Anteliomys wardi"
"Caryomys eva"
"Caryomys inez"
"Clethrionomys californicus"
"Clethrionomys centralis"
"Clethrionomys gapperi"
"Clethrionomys glareolus"
"Clethrionomys rutilus"
"Craseomys andersoni"
"Craseomys regulus"
"Craseomys rex"
"Craseomys rufocanus"
"Craseomys smithii"
"Eothenomys colurnus"
"Eothenomys eleusis"
"Eothenomys melanogaster"
"Dicrostonyx groenlandicus"
"Dicrostonyx hudsonius"
"Dicrostonyx nelsoni"
"Dicrostonyx nunatakensis"
"Dicrostonyx richardsoni"
"Dicrostonyx torquatus"
"Dicrostonyx unalascensis"
"Bramus fuscocapillus"
"Bramus lutescens"
"Ellobius talpinus"
"Ellobius tancrei"
"Eolagurus luteus"
"Eolagurus przewalskii"
"Lagurus lagurus"
"Lemmus amurensis"
"Lemmus lemmus"
"Lemmus nigripes"
"Lemmus novosibiricus"
"Lemmus sibiricus"
"Lemmus trimucronatus"
"Mictomys borealis"
"Myopus schisticolor"
"Synaptomys cooperi"
"Alexandromys alpinus"
"Alexandromys evoronensis"
"Alexandromys fortis"
"Alexandromys kikuchii"
"Alexandromys limnophilus"
"Alexandromys maximowiczii"
"Alexandromys middendorffii"
"Alexandromys mongolicus"
"Alexandromys montebelli"
"Alexandromys mujanensis"
"Alexandromys oeconomus"
"Alexandromys sachalinensis"
"Alexandromys shantaricus"
"Chionomys gud"
"Chionomys lasistanius"
"Chionomys nivalis"
"Chionomys roberti"
"Chionomys stekolnikovi"
"Hyperacrius fertilis"
"Hyperacrius wynnei"
"Lasiopodomys brandtii"
"Lasiopodomys mandarinus"
"Lemmiscus curtatus"
"Microtus abbreviatus"
"Microtus afghanus"
"Microtus agrestis"
"Microtus anatolicus"
"Microtus arvalis"
"Microtus brachycercus"
"Microtus bucharensis"
"Microtus cabrerae"
"Microtus californicus"
"Microtus canicaudus"
"Microtus chrotorrhinus"
"Microtus daghestanicus"
"Microtus dogramacii"
"Microtus drummondii"
"Microtus dukecampbelli"
"Microtus duodecimcostatus"
"Microtus felteni"
"Microtus fingeri"
"Microtus guatemalensis"
"Microtus guentheri"
"Microtus hartingi"
"Microtus ilaeus"
"Microtus irani"
"Microtus kermanensis"
"Microtus lavernedii"
"Microtus liechtensteini"
"Microtus longicaudus"
"Microtus lusitanicus"
"Microtus majori"
"Microtus mexicanus"
"Microtus mogollonensis"
"Microtus montanus"
"Microtus multiplex"
"Microtus mustersi"
"Microtus mystacinus"
"Microtus nebrodensis"
"Microtus oaxacensis"
"Microtus obscurus"
"Microtus ochrogaster"
"Microtus oregoni"
"Microtus paradoxus"
"Microtus pennsylvanicus"
"Microtus pinetorum"
"Microtus pyrenaicus"
"Microtus quasiater"
"Microtus richardsoni"
"Microtus rossiaemeridionalis"
"Microtus rozianus"
"Microtus savii"
"Microtus schelkovnikovi"
"Microtus schidlovskii"
"Microtus socialis"
"Microtus subterraneus"
"Microtus tatricus"
"Microtus thomasi"
"Microtus townsendii"
"Microtus transcaspicus"
"Microtus umbrosus"
"Microtus xanthognathus"
"Microtus yuldaschi"
"Mictomicrotus liangshanensis"
"Neodon bershulaensis"
"Neodon bomiensis"
"Neodon chayuensis"
"Neodon clarkei"
"Neodon forresti"
"Neodon fuscus"
"Neodon irene"
"Neodon leucurus"
"Neodon liaoruii"
"Neodon linzhiensis"
"Neodon medogensis"
"Neodon namchabarwaensis"
"Neodon nepalensis"
"Neodon nyalamensis"
"Neodon shergylaensis"
"Neodon sikimensis"
"Proedromys bedfordi"
"Stenocranius gregalis"
"Stenocranius raddei"
"Volemys millicens"
"Volemys musseri"
"Neofiber alleni"
